"Vin","Stock","Type","Year","Make","Model","Trim","Ext Color","Status","Price","Body Style","Fuel Type","MSRP","Date In Stock","Street Address","Locality","Postal Code","Region","Country","Location","Vechile URL"
"5J8TC1H51ML023061","P6449","Used","2021","Acura","RDX","w/Technology Package","N/A","In-stock","31315","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Acura-RDX-w%2FTechnology_Package-SAINT_PETERS-MO/5959891390"
"1C6HJTFG4ML507694","P6450","Used","2021","Jeep","Gladiator","Overland","N/A","In-stock","34500","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Jeep-Gladiator-Overland-SAINT_PETERS-MO/5959880480"
"1FMEE5DH4PLA80041","P6460","Used","2023","Ford","Bronco","Base","N/A","In-stock","44500","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Ford-Bronco-Base-SAINT_PETERS-MO/5961435450"
"1G1PF5SC8C7150685","P6387","Used","2012","Chevrolet","Cruze","LT w/1LT","Gold Mist Metallic","In-stock","","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2012-Chevrolet-Cruze-LT_w%2F1LT-SAINT_PETERS-MO/5965874870"
"1GYKNCRS6MZ140873","P6477","Used","2021","Cadillac","XT5","Premium Luxury","Stellar Black Metallic","In-stock","30262","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Cadillac-XT5-Premium_Luxury-SAINT_PETERS-MO/5967120590"
"1N6AA1ED6PN102979","P6473","Used","2023","Nissan","Titan","PRO-4X","Baja Storm Metallic","In-stock","43190","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Nissan-Titan-PRO_4X-SAINT_PETERS-MO/5967111550"
"1GNSKNKD1PR172373","P6480","Used","2023","Chevrolet","Tahoe","LT","Empire Beige Metallic","In-stock","45845","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Chevrolet-Tahoe-LT-SAINT_PETERS-MO/5992699170"
"1GKS2GKD9PR169438","P6481","Used","2023","GMC","Yukon XL","SLT","Redwood Metallic","In-stock","48452","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-GMC-Yukon_XL-SLT-SAINT_PETERS-MO/5967120580"
"5XYKUDA79EG546989","27242-1","Used","2014","Kia","Sorento","EX","Silver","In-stock","8500","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2014-Kia-Sorento-EX-SAINT_PETERS-MO/5969094000"
"WAUDF78E37A047016","53043-2","Used","2007","Audi","A4","2.0T","Light Silver Metallic","In-stock","","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2007-Audi-A4-2.0T-SAINT_PETERS-MO/5970657650"
"LRBAZLR47PD030695","P6485","Used","2023","Buick","Envision","Preferred","Summit White","In-stock","24990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Buick-Envision-Preferred-SAINT_PETERS-MO/5968612060"
"1GKS2JKLXNR224643","P6483","Used","2022","GMC","Yukon XL","Denali","Midnight Blue Metallic","In-stock","69775","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-GMC-Yukon_XL-Denali-SAINT_PETERS-MO/5968612020"
"1C4RJFAG6LC400442","53203-1","Used","2020","Jeep","Grand Cherokee","Altitude","N/A","In-stock","22990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-Jeep-Grand_Cherokee-Altitude-SAINT_PETERS-MO/5972522750"
"1C4PJMBX8ND517091","P6492","Used","2022","Jeep","Cherokee","Trailhawk","N/A","In-stock","26541","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-Jeep-Cherokee-Trailhawk-SAINT_PETERS-MO/5970655010"
"1GKKNRL45PZ134493","P6491","Used","2023","GMC","Acadia","SLE","Ebony Twilight Metallic","In-stock","32381","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-GMC-Acadia-SLE-SAINT_PETERS-MO/5970661680"
"3GNKBKRSXPS130977","P6490","Used","2023","Chevrolet","Blazer","RS","Black","In-stock","38675","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Chevrolet-Blazer-RS-SAINT_PETERS-MO/5970657640"
"2C3CDXGJ1PH690439","P6489","Used","2023","Dodge","Charger","Scat Pack","N/A","In-stock","48984","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Dodge-Charger-Scat_Pack-SAINT_PETERS-MO/5970658440"
"1FMCU0G69MUA49302","P6475-1","Used","2021","Ford","Escape","SE","N/A","In-stock","17735","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Ford-Escape-SE-SAINT_PETERS-MO/5975218550"
"JTMP1RFV4KD521477","P6497","Used","2019","Toyota","RAV4","XLE","N/A","In-stock","23326","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2019-Toyota-RAV4-XLE-SAINT_PETERS-MO/5973593770"
"3GKALTEG7RL336154","P6495","Used","2024","GMC","Terrain","SLE","Summit White","In-stock","26990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-GMC-Terrain-SLE-SAINT_PETERS-MO/5973593780"
"3GKALTEG7RL336056","P6494","Used","2024","GMC","Terrain","SLE","Summit White","In-stock","27225","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-GMC-Terrain-SLE-SAINT_PETERS-MO/5973592530"
"3GKALTEG3RL335826","P6496","Used","2024","GMC","Terrain","SLE","Ebony Twilight Metallic","In-stock","27342","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-GMC-Terrain-SLE-SAINT_PETERS-MO/5973592470"
"1FBAX2Y88MKA66073","P6498","Used","2021","Ford","Transit Passenger Wagon","XL","N/A","In-stock","34990","VAN","Flexible Fuel","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Ford-Transit_Passenger_Wagon-XL-SAINT_PETERS-MO/5973593830"
"1FMSK8FH3PGB18457","P6499","Used","2023","Ford","Explorer","Limited","N/A","In-stock","35775","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Ford-Explorer-Limited-SAINT_PETERS-MO/5973583520"
"1FA6P8CF6R5428570","P6501","Used","2024","Ford","Mustang","GT","N/A","In-stock","45876","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Ford-Mustang-GT-SAINT_PETERS-MO/5973590690"
"1N4BL4DV7RN361034","P6503","Used","2024","Nissan","Altima","2.5 SV","N/A","In-stock","21032","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Nissan-Altima-2.5_SV-SAINT_PETERS-MO/5974003450"
"JN1BF0AA9PM410669","P6506","Used","2023","Nissan","ARIYA","VENTURE+","Two Tone Boulder Gray Pearl Black Diamond Pearl","In-stock","23710","SUV","Electric","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Nissan-ARIYA-VENTURE%2B-SAINT_PETERS-MO/5974007340"
"JN1DF0BB5PM709124","P6507","Used","2023","Nissan","ARIYA","EVOLVE+","N/A","In-stock","27515","SUV","Electric","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Nissan-ARIYA-EVOLVE%2B-SAINT_PETERS-MO/5974014400"
"3GTU9DED0KG250718","P6410-1","Used","2019","GMC","Sierra 1500","SLT","Summit White","In-stock","29428","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2019-GMC-Sierra_1500-SLT-SAINT_PETERS-MO/5975218600"
"KM8R24GE0RU775605","P6505","Used","2024","Hyundai","Palisade","SEL","N/A","In-stock","35557","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Hyundai-Palisade-SEL-SAINT_PETERS-MO/5974007320"
"1N4BL4CVXMN341497","27526-1","Used","2021","Nissan","Altima","2.5 SR","Gun Metallic","In-stock","18582","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Nissan-Altima-2.5_SR-SAINT_PETERS-MO/5976845590"
"5N1AT2MV5EC861012","27461-2","Used","2014","Nissan","Rogue","SV","N/A","In-stock","9995","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2014-Nissan-Rogue-SV-SAINT_PETERS-MO/5977324510"
"1GNEVFKW6NJ135777","P6511","Used","2022","Chevrolet","Traverse","LS","Mosaic Black Metallic","In-stock","25990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-Chevrolet-Traverse-LS-SAINT_PETERS-MO/5975215450"
"1GTP6EEKXR1205840","53199-1","Used","2024","GMC","Canyon","AT4X","Onyx Black","In-stock","50888","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-GMC-Canyon-AT4X-SAINT_PETERS-MO/5976845630"
"5TDKKRFH6GS167264","P6421-1","Used","2016","Toyota","Highlander","XLE","N/A","In-stock","","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2016-Toyota-Highlander-XLE-SAINT_PETERS-MO/5975215550"
"1FMSK8DHXNGC33573","52864-1","Used","2022","Ford","Explorer","XLT","N/A","In-stock","31500","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-Ford-Explorer-XLT-SAINT_PETERS-MO/5976845660"
"1GKKNRL42PZ134371","P6512","Used","2023","GMC","Acadia","SLE","Sterling Metallic","In-stock","31638","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-GMC-Acadia-SLE-SAINT_PETERS-MO/5976845580"
"KNDNB4H35N6135999","P6515","Used","2022","Kia","Carnival","LXS","N/A","In-stock","25990","VAN","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-Kia-Carnival-LXS-SAINT_PETERS-MO/5977324480"
"1GYKNBR47MZ211834","P6517","Used","2021","Cadillac","XT5","Luxury","Shadow Metallic","In-stock","29316","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Cadillac-XT5-Luxury-SAINT_PETERS-MO/5977320490"
"1C4HJXFN2LW278444","P6520","Used","2020","Jeep","Wrangler Unlimited","Rubicon","N/A","In-stock","32379","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-Jeep-Wrangler_Unlimited-Rubicon-SAINT_PETERS-MO/5977320500"
"3GTU2PEC9JG115118","P6518","Used","2018","GMC","Sierra 1500","Denali","White Frost Tricoat","In-stock","38880","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2018-GMC-Sierra_1500-Denali-SAINT_PETERS-MO/5977331750"
"3N1CP5DV8PL509121","P6423-1","Used","2023","Nissan","Kicks","SR","Two Tone Boulder Gray Pearl Super Black","In-stock","20862","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Nissan-Kicks-SR-SAINT_PETERS-MO/5980796340"
"5NPLM4AG9PH107162","27558-1","Used","2023","Hyundai","Elantra","SEL","N/A","In-stock","20990","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Hyundai-Elantra-SEL-SAINT_PETERS-MO/5979511750"
"JM1NDAD7XL0416522","P6523","Used","2020","Mazda","MX-5 Miata","Grand Touring","N/A","In-stock","22501","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-Mazda-MX_5_Miata-Grand_Touring-SAINT_PETERS-MO/5980796370"
"3PCAJ5M36KF124703","P6524","Used","2019","INFINITI","QX50","LUXE","Hermosa Blue","In-stock","23880","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2019-INFINITI-QX50-LUXE-SAINT_PETERS-MO/5980796210"
"2G1105S37K9140654","P6466-1","Used","2019","Chevrolet","Impala","Premier","Silver Ice Metallic","In-stock","24486","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2019-Chevrolet-Impala-Premier-SAINT_PETERS-MO/5981231470"
"KM8JFCAEXPU209243","53088-2","Used","2023","Hyundai","Tucson","XRT","N/A","In-stock","24990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Hyundai-Tucson-XRT-SAINT_PETERS-MO/5983864530"
"2C4RC1BG5GR245536","P6447-1","Used","2016","Chrysler","Town & Country","Touring","Billet Silver Metallic Clearcoat","In-stock","","VAN","Flexible Fuel","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2016-Chrysler-Town_%26_Country-Touring-SAINT_PETERS-MO/5983100470"
"JM1NC2PF4D0230598","P6533","Used","2013","Mazda","MX-5 Miata","Grand Touring","Copper Red Mica","In-stock","17990","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2013-Mazda-MX_5_Miata-Grand_Touring-SAINT_PETERS-MO/5990083510"
"3GNAXHEG2PL179991","P6526","Used","2023","Chevrolet","Equinox","LS","Blue Glow Metallic","In-stock","22990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Chevrolet-Equinox-LS-SAINT_PETERS-MO/5982246450"
"WMZ53BR01N3N70493","P6528","Used","2022","MINI","Countryman","Cooper S","N/A","In-stock","27990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-MINI-Countryman-Cooper_S-SAINT_PETERS-MO/5982246460"
"1C4HJXCN4MW613936","P6532","Used","2021","Jeep","Wrangler","Rubicon","N/A","In-stock","33168","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Jeep-Wrangler-Rubicon-SAINT_PETERS-MO/5982243950"
"1C4HJXEMXMW837362","P6531","Used","2021","Jeep","Wrangler","Unlimited Sahara High Altitude","N/A","In-stock","33990","SUV","Diesel","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Jeep-Wrangler-Unlimited_Sahara_High_Altitude-SAINT_PETERS-MO/5982244000"
"LRBFZRR45PD146504","P6529","Used","2023","Buick","Envision","Avenir","Cinnabar Metallic","In-stock","35619","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Buick-Envision-Avenir-SAINT_PETERS-MO/5982246400"
"1FTFW1RG1MFC58173","P6530","Used","2021","Ford","F-150","Raptor","N/A","In-stock","69066","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Ford-F_150-Raptor-SAINT_PETERS-MO/5982246440"
"3C4NJDBB6JT314717","P6455-1","Used","2018","Jeep","Compass","Latitude","Gray","In-stock","16457","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2018-Jeep-Compass-Latitude-SAINT_PETERS-MO/5984477480"
"5N1DR3DG0RC204868","53164-1","Used","2024","Nissan","Pathfinder","Platinum","N/A","In-stock","39990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Nissan-Pathfinder-Platinum-SAINT_PETERS-MO/5984477560"
"1GT49REY0NF235951","53016-1","Used","2022","GMC","Sierra 2500 HD","Denali","White Frost Tricoat","In-stock","61990","TRUCK","Diesel","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-GMC-Sierra_2500_HD-Denali-SAINT_PETERS-MO/5984487470"
"1GKKNXLS6KZ259739","P6513-1","Used","2019","GMC","Acadia","Denali","Ebony Twilight Metallic","In-stock","26990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2019-GMC-Acadia-Denali-SAINT_PETERS-MO/5984487480"
"1C4PJMDX6JD571092","27520-1","Used","2018","Jeep","Cherokee","Limited","N/A","In-stock","14888","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2018-Jeep-Cherokee-Limited-SAINT_PETERS-MO/5986774970"
"KMHLL4AG3NU360317","P6540","Used","2022","Hyundai","Elantra","SE","N/A","In-stock","20413","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-Hyundai-Elantra-SE-SAINT_PETERS-MO/5984477450"
"2HGFE1F75PH313087","P6536","Used","2023","Honda","Civic Sedan","EX","N/A","In-stock","25990","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Honda-Civic_Sedan-EX-SAINT_PETERS-MO/5984487510"
"KNDPV3AF1P7171460","P6545","Used","2023","Kia","Sportage","EX","N/A","In-stock","26580","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Kia-Sportage-EX-SAINT_PETERS-MO/5984477490"
"5NMS2DAJ5NH420944","P6546","Used","2022","Hyundai","Santa Fe","SEL","N/A","In-stock","26990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-Hyundai-Santa_Fe-SEL-SAINT_PETERS-MO/5984454430"
"1C4HJXEGXLW321818","P6543","Used","2020","Jeep","Wrangler Unlimited","Sahara High Altitude","N/A","In-stock","35990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-Jeep-Wrangler_Unlimited-Sahara_High_Altitude-SAINT_PETERS-MO/5984477460"
"1C4JJXP60MW762848","P6544","Used","2021","Jeep","Wrangler 4xe","Unlimited Sahara High Altitude","N/A","In-stock","36693","SUV","Plug-In Hybrid","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Jeep-Wrangler_4xe-Unlimited_Sahara_High_Altitude-SAINT_PETERS-MO/5984477500"
"3TMCZ5AN7MM445929","P6539","Used","2021","Toyota","Tacoma 4WD","SR","N/A","In-stock","37876","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Toyota-Tacoma_4WD-SR-SAINT_PETERS-MO/5984454480"
"1C6SRFJT5MN823338","P6537","Used","2021","Ram","1500","Laramie","N/A","In-stock","42928","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Ram-1500-Laramie-SAINT_PETERS-MO/5984477440"
"1FA6P8CF7R5414015","P6542","Used","2024","Ford","Mustang","GT","N/A","In-stock","47793","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Ford-Mustang-GT-SAINT_PETERS-MO/5984487450"
"5NMMCDTC2RH002982","P6541","Used","2024","Genesis","GV70","3.5T Sport","N/A","In-stock","52990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Genesis-GV70-3.5T_Sport-SAINT_PETERS-MO/5984477470"
"1C6RR7FT7HS649633","52963-1","Used","2017","Ram","1500","Express","N/A","In-stock","17990","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2017-Ram-1500-Express-SAINT_PETERS-MO/5986535030"
"3VWE57BU8KM107536","52859-1","Used","2019","Volkswagen","Jetta","SEL","N/A","In-stock","16888","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2019-Volkswagen-Jetta-SEL-SAINT_PETERS-MO/5989040770"
"1FTFW1ET7EKE43937","53165-1","Used","2014","Ford","F-150","XL","Oxford White","In-stock","","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2014-Ford-F_150-XL-SAINT_PETERS-MO/5986535270"
"1GNSKCKC2HR247434","53242-1","Used","2017","Chevrolet","Tahoe","Premier","Siren Red Tintcoat","In-stock","33990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2017-Chevrolet-Tahoe-Premier-SAINT_PETERS-MO/5989040790"
"2G1FB1E33D9146006","53232-2","Used","2013","Chevrolet","Camaro","LT","Crystal Red Tintcoat","In-stock","13888","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2013-Chevrolet-Camaro-LT-SAINT_PETERS-MO/5990697000"
"1GKS2DKL4PR508810","53099-1","Used","2023","GMC","Yukon","Denali","Onyx Black","In-stock","67990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-GMC-Yukon-Denali-SAINT_PETERS-MO/5991364430"
"3KPF24AD5RE819913","P6550","Used","2024","Kia","Forte","LX","N/A","In-stock","19990","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Kia-Forte-LX-SAINT_PETERS-MO/5987730790"
"KL79MTSL8NB098854","P6552","Used","2022","Chevrolet","Trailblazer","RS","Crimson Metallic","In-stock","22990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-Chevrolet-Trailblazer-RS-SAINT_PETERS-MO/5987701030"
"1G1Y82D40L5102256","P6549","Used","2020","Chevrolet","Corvette Stingray","3LT","Ceramic Matrix Gray Metallic","In-stock","72990","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-Chevrolet-Corvette_Stingray-3LT-SAINT_PETERS-MO/5987701100"
"1GYS4JKJ5GR132891","27325-1","Used","2016","Cadillac","Escalade ESV","Premium Collection","Crystal White Tricoat","In-stock","","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2016-Cadillac-Escalade_ESV-Premium_Collection-SAINT_PETERS-MO/5990696870"
